Sunshine Coast,,,,,
Sunshine Coast University Hospital Group 4,316,"57,000","54,954","2,046",
,ICT Project,,,,
Sunshine Coast - Capital Projects,316,"12,975","11,659","1,316",
Queensland Ambulance Service ,,,,,
Beenleigh Ambulance Station Replacement,311,"16,500",468,200,"15,832"
Sandgate Ambulance Station Replacement,302,"10,807",671,"8,136","2,000"
Pimpama Redevelopment,309,"5,500",198,100,"5,202"
Springwood Station Replacement,311,"8,089",242,"6,012","1,835"
Southport Ambulance Station,309,"14,000",494,100,"13,406"
,Redevelopment,,,,
Operational Equipment,305,,,"7,950",Ongoing
Ambulance Vehicles Purchases,305,,,"39,800",Ongoing
Information Systems Development,305,,,"5,750",Ongoing
Minor Works,305,,,"12,500",Ongoing
Strategic Land Acquisitions,305,,,"6,000",Ongoing
Gold Coast Operations Centre,309,"19,870","5,542","13,000","1,328"
,Redevelopment (Coomera),,,,
"Total Property, Plant and Equipment",,,"2,145,644",,
COUNCIL OF THE QUEENSLAND INSTITUTE OF MEDICAL RESEARCH,,,,,
"Property, Plant and Equipment",,,,,
Other scientific equipment - QIMRB,305,,,"20,968",Ongoing
"Total Property, Plant and Equipment",,,,"20,968",
TOTAL QUEENSLAND HEALTH (PPE),,,"2,166,612",,
Notes:,,,,,
1,Total estimated cost may include both capital and non-capital components.,,,,
2,Total estimated cost includes funding of $3 million from South-East Queensland - Planning for Growth.,,,,
3,Total funding for the Logan Maternity Services Upgrade includes funding of $1.5 million from the Hospital and Health,,,,
,Services.,,,,
4,Total funding includes $375 million Australian Government funding and $55 million philanthropic contributions.,,,,
5,Total funding includes $30 million Australian Government funding.,,,,
6,Amount is net of non-capital component of project expenditure.,,,,
,77,,,,
,Capital Statement 2024–25
3.14,QUEENSLAND POLICE SERVICE
Queensland Police Service,
The 2024-25 Queensland Police Service capital program of $684.2 million will support the,
"delivery of quality frontline services throughout Queensland. The program will fund facilities,",
"motor vehicles, aviation assets, vessels and other essential equipment.",
Police and Community Safety,
"Program Highlights (Property, Plant and Equipment)",
●,$200 million to complete the Youth Remand Facility at Wacol.
●,$124.6 million for the Police Aerial Support Capability - POLAIR SEQ.
●,$78.2 million for the aircraft capability program.
●,$47.7 million for new and replacement police service vehicles.
●,"$32.4 million to continue the replacement police facilities at Cunnamulla, Hervey Bay and"
,Kirwan.
●,$25 million to continue the new police facility at Ripley and the upgrade of the Warwick
,police facility.
●,$22 million for minor capital works and other plant and equipment across the state.
●,$18.1 million for the Public Safety Network.
●,$16.9 million for information and communications technology.
●,$16 million for new and replacement police service vessels.
●,$14.6 million for Camera Detected Offence Program equipment.
●,"$14.3 million to complete the replacement police facilities at Clermont, Cooroy, Dayboro and"
,Rosewood and the new police facility at Caloundra South.
●,"$9.8 million to complete the upgrade of the police facilities at Cairns, Mackay and"
,Maryborough.
●,"$8.3 million to continue the replacement police facilities at Longreach, Proserpine, Rainbow"
,"Beach and Winton, and the multi-agency community safety facility at Palm Island."
●,$5.5 million for upgrades and replacements to air conditioning and closed circuit cameras at
,police facilities across the state.
●,$5.5 million for the new residential accommodation at Mount Isa.
●,$3.3 million for Queensland Ambulance Service information systems development.
●,$2.8 million for Queensland Fire Department information and communications systems and
,equipment.
●,$2.7 million for mobile capability and the development of new applications for the
,Queensland Police Service QLiTe mobile tablet devices.
●,$2.6 million for land acquisitions.
●,$2.5 million to modernise and upgrade the police network of watchhouses.
●,$2.1 million for aviation capability - Remotely Piloted Aircraft System.
●,$1.2 million for aircraft maintenance.
●,"$300,000 to commence the upgrade of the police facilities at Bundaberg and the"
,replacement water police facility at Hervey Bay.
,78
,Capital Statement 2024–25,,,,
Program Highlights (Capital Grant),,,,,
●,$15 million for PCYC Caloundra.,,,,
●,$2 million for PCYC Redcliffe.,,,,
Marine Rescue Queensland,,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,$7.1 million for the Marine Rescue Vessel Replacement Program.,,,,
State Emergency Service,,,,,
Program Highlights (Capital Grant),,,,,
●,$3.8 million for State Emergency Service capital grants.,,,,
,Queensland Police Service,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
QUEENSLAND POLICE SERVICE,,,,,
"Property, Plant and Equipment",,,,,
Buildings/General Works,,,,,
Bundaberg police facility upgrade,319,"20,000",,100,"19,900"
Cairns police facility upgrade,306,"21,000","18,744","2,256",
Caloundra South new police facility,316,"13,500","10,365","3,135",
Clermont replacement police facility,312,"5,755",801,"4,954",
Cooroy replacement police facility,316,"6,100","4,873","1,227",
Cunnamulla replacement police facility,315,"16,500",540,"1,200","14,760"
Dayboro replacement police facility,314,"6,700","4,309","2,391",
Hervey Bay replacement police facility,319,"28,000",150,"1,000","26,850"
Hervey Bay replacement water police facility,319,"3,800",,200,"3,600"
Kirwan replacement police facility,318,"45,000","3,277","30,180","11,543"
Longreach replacement police facility,315,"13,800",19,"1,081","12,700"
Mackay police facility upgrade,312,"4,000",605,"3,395",
Maryborough police facility upgrade,319,"4,800",668,"4,132",
Mount Isa new residential accommodation,315,"5,750",232,"5,518",
Palm Island multi-agency community safety,318,"18,000",100,200,"17,700"
,facility,,,,
Proserpine replacement police facility,312,"7,600",511,"5,989","1,100"
,79,,,,
Capital Statement 2024–25,,,,,
Queensland Police Service,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Rainbow Beach replacement police facility,319,"2,300",50,500,"1,750"
Ripley new police facility,310,"34,000","1,616","15,000","17,384"
Rosewood replacement police facility,310,"5,433","2,854","2,579",
Wacol Youth Remand Facility,310,"260,500","60,500","200,000",
Watchhouse Modernisation Program,Various,"2,500",,"2,500",
Warwick police facility upgrade,307,"21,000","1,629","10,000","9,371"
Winton replacement police facility,315,"4,600",57,500,"4,043"
Sub-total Buildings/General Works,,,,"298,037",
Land,,,,,
Land acquisition,Various,,,"2,603",Ongoing
Sub-total Land,,,,"2,603",
Plant and Equipment,,,,,
Marine Rescue Queensland,,,,,
Marine Rescue Vessel Replacement,Various,,,"7,064",Ongoing
Program,,,,,
Police and Community Safety,,,,,
Air conditioning plant replacement program,Various,,,"4,000",Ongoing
Police Aerial Support Capability - POLAIR,Various,"124,599",,"124,599",
SEQ,,,,,
Aircraft Capability Program,Various,"146,301","68,089","78,212",
Aircraft Maintenance,Various,,,"1,200",Ongoing
Aviation Capability - Remotely Piloted,Various,"2,289",189,"2,100",
Aircraft System,,,,,
Camera Detected Offence Program,Various,,,"14,567",Ongoing
Closed circuit camera upgrades in various,Various,,,"1,500",Ongoing
police facilities,,,,,
Information and communication technology,Various,,,"16,877",Ongoing
Minor works,Various,,,"10,350",Ongoing
Mobile capability,Various,,,"2,720",Ongoing
New and replacement vehicles,Various,,,"47,682",Ongoing
Police vessel management program,Various,,,"16,005",Ongoing
Public Safety Network,Various,,,"18,124",Ongoing
Queensland Ambulance Service,Various,,,"3,250",Ongoing
information systems development,,,,,
Queensland Fire Department information,Various,,,"2,828",Ongoing
and communications systems and,,,,,
equipment,,,,,
,80,,,,
Capital Statement 2024–25,,,,,
Queensland Police Service,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Other plant and equipment,Various,,"11,692",Ongoing,
Sub-total Plant and Equipment,,,"362,770",,
"Total Property, Plant and Equipment",,,"663,410",,
Capital Grants,,,,,
Police and Community Safety,,,,,
PCYC Caloundra,316,"15,000","15,000",,
PCYC Redcliffe,313,"2,000","2,000",,
State Emergency Service,,,,,
State Emergency Service capital grants,Various,"3,786","3,786",,
Total Capital Grants,,,"20,786",,
TOTAL QUEENSLAND POLICE SERVICE (PPE),,,"663,410",,
TOTAL QUEENSLAND POLICE SERVICE (CG),,,"20,786",,
,81,,,,
,Capital Statement 2024–25,,,,
3.15,QUEENSLAND TREASURY,,,,
Queensland Treasury has capital purchases of $41 million and capital grants of $154.8 million in,,,,,
2024-25.,,,,,
"Program Highlights (Total Property, Plant and Equipment)",,,,,
●,$41 million to develop a Queensland Resources Common User Facility to support pilot and,,,,
,demonstration scale trials of processing methods and technologies for critical minerals and,,,,
,rare earth elements.,,,,
Program Highlights (Capital Grants),,,,,
●,$154.8 million through the Queensland First Home Owners' Grant to assist first-time home,,,,
,buyers buying or building a new home with grants to get into the market sooner.,,,,
●,Preconstruction works on the Gympie Road Bypass Tunnel regarding voluntary land,,,,
,acquisitions.,,,,
,Queensland Treasury,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
QUEENSLAND TREASURY,,,,,
"Property, Plant and Equipment",,,,,
Queensland Resources Common User Facility,318,"63,287","4,747","40,978","17,562"
"Total Property, Plant and Equipment",,,,"40,978",
Capital Grants,,,,,
Queensland First Home Owners' Grant,Various,,,"154,756",Ongoing
Gympie Road Bypass voluntary land,302,,,...,Ongoing
acquisitions 1,,,,,
 Total Capital Grants,,,,"154,756",
TOTAL QUEENSLAND TREASURY (PPE),,,,"40,978",
TOTAL QUEENSLAND TREASURY (CG),,,"154,756",,
Note:,,,,,
1,Land acquisitions for the Gympie Road Bypass are voluntary in nature and subject to commercial negotiations.,,,,
,82,,,,
,Capital Statement 2024–25
3.16,"REGIONAL DEVELOPMENT,"
MANUFACTURING AND WATER,
"The Regional Development, Manufacturing and Water portfolio includes the Department of",
"Regional Development, Manufacturing and Water, Gladstone Area Water Board, Mount Isa Area",
"Water Board, Seqwater and Sunwater Limited. In 2024–25, the portfolio's capital program",
includes capital purchases of $1.038 billion and capital grants of $147.2 million.,
"Department of Regional Development, Manufacturing and Water",
"The Regional Development, Manufacturing and Water has capital purchases of $3.5 million and",
capital grants of $147.2 million.,
Program Highlights (Capital Grants),
●,"$195 million over 3 years, held centrally, subject to conditions to complete stage one of the"
,Cairns Water Security Program.
●,$34.7 million through the Made in Queensland grants program to assist small to medium
,"sized manufacturers to increase international competitiveness, productivity and innovation"
,"via the adoption of new technologies, systems and processes, and to generate high-skilled"
,jobs for the future.
●,"$26.4 million to continue the Mount Morgan Pipeline project, in partnership with the"
,"Australian Government, for Rockhampton Regional council to construct a drinking water"
,pipeline from Gracemere to Mount Morgan providing reliability of water supply.
●,$20.1 million for Stage 1 of the Ayr Water Treatment Plant to support the Burdekin Shire
,Council in the delivery of safe and reliable drinking water to the community through the
,construction of a new water treatment plant and refurbishing of South Ayr bores.
●,$16.1 million as part of the $70 million Building our Regions program (Round 6) to assist
,water service providers to deliver water and sewerage projects that create regional and
,"economic development opportunities, support local industry growth, generate jobs, and"
,improve liveability in Queensland's regional communities.
●,$15.3 million as part of the $26 million for the Lansdown Eco-Industrial Estate Precinct
,construction of a 13 kilometre raw water pipeline and pumping station connecting the
,"Lansdown Eco-Industrial Precinct to the Haughton Pipeline, and a water reservoir."
●,$11.3 million through the Manufacturing Hubs Grant Program to assist regional small to
,"medium sized manufacturers to become productive, build their advanced manufacturing"
,capabilities and create the jobs of the future.
●,$6 million for the Toowoomba Regional Council to continue construction of water treatment
,"and supply works for its 4 satellite communities of Cambooya, Greenmount, Nobby and"
,Clifton.
Gladstone Area Water Board,
"Total expenditure planned for 2024–25 is $354.8 million, and is focused on continuing and",
"improving water security and the effective, reliable, and safe operation of Gladstone Area Water",
"Board's infrastructure, as well as ensuring the network meets the current and future needs of",
customers.,
"Program Highlights (Property, Plant and Equipment)",
●,"$311.1 million for construction of the Fitzroy to Gladstone Pipeline, a water security initiative"
,"to address the single source supply risk from Lake Awoonga, delivering water from the"
,83
,Capital Statement 2024–25
,Lower Fitzroy River to Gladstone Area Water Board's existing network.
●,$5.9 million to continue planning for the augmentation of Gladstone Area Water Board's
,network to supply water to new hydrogen and other industrial customers.
●,$5.5 million end of life replacement of the potable water pipeline from Boat Creek to East
,End and installation of a new raw water pipeline to service the northern industrial zone.
●,$3.4 million for construction of a solar installation at Awoonga Dam to facilitate the reduction
,of carbon emissions in line with Gladstone Area Water Board's Climate Change Strategy
,and Action Plan 2021.
●,$1.6 million for planning and preparatory works for the Awoonga Dam improvement project
,to comply with dam safety standards for extreme weather events.
Mount Isa Water Board,
"Total capital expenditure planned for 2024–25 is $7.9 million, and is focused on continuing and",
"improving the cost-efficient, reliable, and safe operation of Mount Isa Water Board's bulk water",
infrastructure.,
"Program Highlights (Property, Plant and Equipment)",
●,$1 million to continue replacing the aged timber poles and cross-arms of the Lake Julius
,66kV power line with bushfire-resistant materials (concrete and steel).
●,"$658,000 for planning work to install solar array systems at Mount Isa Terminal Reservoir"
,and Clear Water Lagoon to improve energy reliability and efficiency.
●,"$390,000 to finalise the renewal of Fred Haigh pump station high voltage yard and"
,electromechanical equipment to improve operational reliability and efficiency. Complete
,compliance of the low voltage system and installation of the auto change over switch.
●,"$342,000 for planning work to refurbish and renew the electro-mechanical equipment and"
,civil structures of Col Popple pump station to improve operational reliability and efficiency.
Seqwater,
Total capital expenditure planned for 2024–25 is $421.2 million. The capital program is focused,
"on delivering a safe, secure, and reliable water supply across South East Queensland, as well as",
planning and delivering dam improvement projects. Seqwater operates the South East,
Queensland Water Grid and has facilities located throughout the region. This requires a large,
program of renewals as well as upgrades and compliance-driven works to ensure effective,
operation.,
"Program Highlights (Property, Plant and Equipment)",
●,$71.4 million to commence construction on the Lake Macdonald Dam Improvement project
,to comply with dam safety standards for extreme weather events.
●,$56 million to continue pre-construction activities on the Toowoomba to Warwick Pipeline to
,provide a drought contingency for Warwick and surrounding communities and a permanent
,water supply for 4 Toowoomba satellite communities.
●,$38.8 million to continue planning and investigatory works for improvement projects to
,"Wivenhoe, Somerset, and North Pine Dams to comply with dam safety standards for"
,extreme weather events.
●,$30.5 million to continue planning and investigatory works for the Gold Coast Desalination
,Plant augmentation and associated infrastructure.
●,$6.3 million to continue planning and investigatory works for a new desalination plant in
,South East Queensland.
●,"$1.1 million to complete construction of the South West Pipeline, a 24 kilometre pipeline to"
,84
,Capital Statement 2024–25,,,,
,connect Beaudesert to the South East Queensland Water Grid.,,,,
Sunwater Limited,,,,,
Total capital expenditure planned for 2024–25 is $250.3 million. The capital program is focused,,,,,
on providing reliable water supply to regional Queensland and enhancing Sunwater's dam,,,,,
infrastructure to continue operating safely during extreme weather conditions. It will also support,,,,,
the expansion of Sunwater's Rocklea laboratory facility to produce commercial modelling for dam,,,,,
safety design and development programs.,,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,$109.6 million to continue planning and enabling works for a new Paradise Dam wall to meet,,,,
,"dam safety standards and support economic growth, as part of the Queensland and Federal",,,,
,Government's existing $1.2 billion commitment towards the project.,,,,
●,$73.9 million to continue planning and investigatory works for the raising and improvement of,,,,
,"Burdekin Falls Dam, as part of the Queensland Government's existing $540 million",,,,
,commitment towards the project.,,,,
,"Regional Development, Manufacturing and Water",,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"DEPARTMENT OF REGIONAL DEVELOPMENT, MANUFACTURING AND WATER",,,,,
"Property, Plant and Equipment",,,,,
"Other property, plant and equipment",Various,,,"3,500",Ongoing
"Total Property, Plant and Equipment",,,,"3,500",
Capital Grants,,,,,
Ayr Water Treatment Plant (Stage 1),318,"33,444","10,033","20,067","3,344"
Building our Regions (Round 6),Various,"70,000","33,889","16,111","20,000"
Fish-friendly water extraction project:,307,"6,774","5,351",704,719
Condamine-Balonne and Border Rivers,,,,,
Great Artesian Basin Industry Partnership,Various,"9,000","5,000","2,000","2,000"
Program,,,,,
Great Artesian Basin Water Security Program,Various,"32,000",,"3,829","28,171"
Lansdown Eco-Industrial Estate Precinct,318,"26,000",,"15,250","10,750"
Made in Queensland,Various,"121,500","75,875","34,719","10,906"
Manufacturing Hub Grant Program,Various,"33,500","21,647","11,256",597
Mount Morgan Pipeline,308,"70,350","41,500","26,350","2,500"
ReMade in Queensland,Various,"10,000",,"6,000","4,000"
Southern Downs Drought Resilience Package,307,"7,640","5,730","1,910",
Southern Downs smart reticulation and network,307,"8,500","3,400","2,975","2,125"
monitoring,,,,,
Toowoomba water treatment to four,317,"15,000","5,250","6,000","3,750"
communities,,,,,
Total Capital Grants,,,,"147,171",
,85,,,,
Capital Statement 2024–25,,,,,
"Regional Development, Manufacturing and Water",,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
GLADSTONE AREA WATER BOARD,,,,,
"Property, Plant and Equipment",,,,,
Aldoga raw water pump station and pipeline,308,"10,130",150,"5,482","4,498"
Awoonga Dam improvement project - planning,308,"9,796","8,200","1,596",
Awoonga Dam pipeline remediation,308,"2,241","1,265",976,
Awoonga Dam solar farm,308,"4,200",775,"3,425",
Benaraby Creek Main Crossing potable water,308,"1,320",20,"1,300",
pipeline replacement,,,,,
Boyne Island raw and potable water pipeline,308,"12,626",126,"4,330","8,170"
replacements,,,,,
East End Pipeline replacement,308,"9,919","4,409","5,510",
Fitzroy to Gladstone Pipeline,308,"983,000","591,646","311,094","80,260"
Flowmeter replacement,308,"2,711","1,517","1,194",
Golegumma pipeline replacement,308,"5,112",664,"3,200","1,248"
Hydrogen short term capital program - planning,308,"9,960",100,"5,860","4,000"
Program of smaller capital works projects,308,,,"2,724",Ongoing
Queensland Alumina Limited raw water pipeline,308,"9,005",570,"4,269","4,166"
replacement,,,,,
"Raw water pipeline, Glen Eden and Moura rail",308,"2,812","1,812","1,000",
reline,,,,,
Right of use lease assets,308,,,"1,565",Ongoing
South-tree Bridge cathodic protection,308,"1,948",46,"1,299",603
installation,,,,,
"Total Property, Plant and Equipment",,,,"354,823",
MOUNT ISA WATER BOARD,,,,,
"Property, Plant and Equipment",,,,,
Chlorine dose equipment upgrade,315,"1,790",819,971,
Col Popple pump station upgrade - planning,315,342,,342,
Fred Haigh pump station electro-mechanical,315,"12,400","12,010",390,
overhaul,,,,,
Lake Julius power pole replacement,315,"2,718",78,"1,015","1,625"
Mount Isa City Council supply - diesel backup,315,"2,168","1,831",336,
Other asset enhancements,315,,,"1,315",Ongoing
Other asset renewals,315,,,"1,795",Ongoing
Other plant and equipment upgrades,315,,,511,Ongoing
Pipeline instrumentation and automation,315,"1,074",,74,"1,000"
enhancements,,,,,
,86,,,,
Capital Statement 2024–25,,,,,
"Regional Development, Manufacturing and Water",,,,,
Statistical,,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Solar systems installation - planning,315,658,,658,
Supervisory Control and Data Acquisition,315,"1,431",,496,935
(SCADA) system upgrade,,,,,
"Total Property, Plant and Equipment",,,,"7,903",
SEQWATER,,,,,
"Property, Plant and Equipment",,,,,
Gold Coast Desalination Plant augmentation,309,"38,700","8,200","30,500",
and associated infrastructure - planning,,,,,
Information and communication technology,310,,,"25,834",Ongoing
capital program,,,,,
Lake Macdonald Dam improvement project,316,"427,700","61,059","71,394","295,247"
Mount Crosby East Bank sub-station and,310,"35,600","24,918","1,891","8,791"
enabling works,,,,,
Mount Crosby East Bank sub-station critical,310,"61,804","18,082","24,210","19,512"
electrical infrastructure upgrade,,,,,
Non-infrastructure capital works,310,,,"18,565",Ongoing
North Pine Dam improvement project - planning,314,"15,917","7,957","7,960",
North Pine Dam staged strengthening project -,314,"12,964","6,627","6,337",
planning,,,,,
Other infrastructure improvements - other,310,,,"34,778",Ongoing
infrastructure projects,,,,,
Other infrastructure improvements - water,310,,,"18,234",Ongoing
storage projects,,,,,
Other infrastructure improvements - water,310,,,"22,874",Ongoing
transport projects,,,,,
Other infrastructure improvements - water,310,,,"70,646",Ongoing
treatment projects,,,,,
Somerset Dam improvement project - planning,310,"51,519","38,442","13,077",
South East Queensland Desalination Plant -,316,"35,459","29,122","6,337",
planning,,,,,
South West Pipeline,311,"95,200","93,171","1,087",942
Toowoomba to Warwick Pipeline,317,"273,100","29,289","56,021","187,790"
Wivenhoe Dam improvement project - planning,310,"18,245","6,781","11,464",
"Total Property, Plant and Equipment",,,,"421,209",
SUNWATER LIMITED,,,,,
"Property, Plant and Equipment",,,,,
Burdekin Falls Dam raising and improvement,318,"161,800","73,957","73,914","13,929"
project – planning and investigatory works ¹,,,,,
,87,,,,
,Capital Statement 2024–25,,,,
,"Regional Development, Manufacturing and Water",,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Burdekin Moranbah Pipeline - inline storage,312,"4,000",,"4,000",
Burdekin Moranbah Pipeline - pumping,312,"34,292","3,224","6,000","25,068"
reliability improvement project,,,,,
Eungella Water Pipeline (stage 3),312,"12,344","8,095","4,249",
Lower Burdekin rising groundwater mitigation,318,"18,874","2,759","6,000","10,115"
project,,,,,
Non-infrastructure capital works,Various,,,"10,079",Ongoing
Non-routine capital works - bulk water,Various,,,"5,506",Ongoing
infrastructure,,,,,
Non-routine capital works - industrial pipelines,Various,,,"2,206",Ongoing
Non-routine capital works - irrigation systems,Various,,,"8,635",Ongoing
Other dam improvement projects - planning,308,"8,000",,"8,000",
Paradise Dam improvement project - planning,319,"313,300","113,658","109,624","90,018"
and enabling works ²,,,,,
Right of use leased assets,Various,,,"2,107",Ongoing
Rocklea laboratory facility upgrade,303,"21,907","6,758","10,000","5,149"
"Total Property, Plant and Equipment",,,,"250,320",
"TOTAL REGIONAL DEVELOPMENT, MANUFACTURING AND WATER",,,,,
,,,,"1,037,756",
(PPE),,,,,
"TOTAL REGIONAL DEVELOPMENT, MANUFACTURING AND WATER (CG)",,,,"147,171",
Notes:,,,,,
1,The $161.8 million total estimated cost for the Burdekin Falls Dam raising and improvement project reflects,,,,
,expenditure to date and forecast expenditure for planning and investigatory works. The total estimated cost and,,,,
,project timing will be updated upon completion of the updated detailed business case.,,,,
2,The $313.3 million total estimated cost for the Paradise Dam improvement project reflects expenditure to date and,,,,
,forecast expenditure for planning and enabling works. The total estimated cost and project timing will be updated,,,,
,upon completion of the detailed business case currently underway.,,,,
,88,,,,
,Capital Statement 2024–25,,,,
3.17,RESOURCES,,,,
Department of Resources,,,,,
"The Department of Resources has a capital program of $19.6 million in 2024–25, including",,,,,
"$19.1 million in capital purchases and $500,000 in capital grants.",,,,,
The program includes investments in upgrades and maintenance of the state's stock route,,,,,
"network, digital solutions to support the vast datasets used to stimulate economic development in",,,,,
"Queensland, and other critical property, plant and equipment assets to meet service delivery",,,,,
requirements.,,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,"$2.9 million in 2024–25 to continue managing significant public health and safety, property",,,,
,"and environmental risks at high-risk abandoned mine sites, as part of the Abandoned Mine",,,,
,Lands Program.,,,,
●,"$900,000 in 2024–25 to continue improving and maintaining stock route water facilities",,,,
,across the state to ensure their safe and efficient operation.,,,,
Program Highlights (Capital Grants),,,,,
●,"$500,000 for a capital grant to support the restoration of camping amenities at the Adam's",,,,
,"Beach camping reserve, which were demolished to allow for the remediation of historical",,,,
,impacts of sand mining.,,,,
,Resources,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
DEPARTMENT OF RESOURCES,,,,,
"Property, Plant and Equipment",,,,,
Abandoned Mine Lands Program,Various,"4,170",100,"2,920","1,150"
"Other property, plant and equipment",Various,,,"6,406",Ongoing
Stock route network,Various,,,900,Ongoing
Systems development,Various,,,"8,881",Ongoing
"Total Property, Plant and Equipment",,,,"19,107",
Capital Grants,,,,,
Adam's Beach camping amenities,301,500,,500,
Total Capital Grants,,,,500,
TOTAL RESOURCES (PPE),,,,"19,107",
TOTAL RESOURCES (CG),,,,500,
,89,,,,
,Capital Statement 2024–25
3.18,STATE DEVELOPMENT AND
INFRASTRUCTURE,
"In 2024-25, the State Development and Infrastructure portfolio, including Economic Development",
"Queensland and South Bank Corporation, has capital purchases of $142.8 million and capital",
grants of $642.6 million.,
Department of State Development and Infrastructure,
The Department of State Development and Infrastructure has capital purchases of $12.3 million,
and capital grants of $545.5 million in 2024-25.,
Program Highlights (Capital Grants),
●,$85 million as part of the $200 million South East Queensland Liveability Fund to support
,"Local Government projects that create liveable, creative, sustainable and healthy"
,communities (jointly funded with the Australian Government).
●,$63.5 million as part of the $195 million Haughton Pipeline Project Stage 2 for construction
,"of a water pipeline and associated infrastructure from the Burdekin River at Clare,"
,connecting to Stage 1 of the pipeline near Haughton pump station.
●,$47 million as part of the $218.2 million Resources Community Infrastructure Fund to
,support regional communities by improving economic and social infrastructure across
,Queensland's resources communities.
●,$41.6 million as part of the $82.2 million Recycling Modernisation Fund to support
,businesses to improve recycling infrastructure for waste streams impacted by waste export
,bans (jointly funded with the Australian Government).
●,$37.5 million as part of the $73.9 million Translational Manufacturing facility at the
,Translational Research Institute for the establishment and operation of a scale-up
,biomedical manufacturing facility.
●,$25 million as part of the $80 million Queensland Battery Industry Strategy Implementation
,to help grow and diversify the industry.
●,$25 million as part of the $50 million Local Digital Priority Projects to invest in digital
,"solutions that address specific local economic, business and social projects (jointly funded"
,with the Australian Government).
Economic Development Queensland,
"In 2024-25, Economic Development Queensland has capital purchases of $117.8 million and",
capital grants of $97.1 million.,
"Program Highlights (Property, Plant and Equipment and Capital Grants)",
●,$97.1 million as part of the $215.6 million in capital grants for Social and Affordable Housing
,"on developments led by EDQ in consultation with the Department of Housing, Local"
,"Government, Planning and Public Works."
●,$44.3 million as part of the $410.8 million for the urban renewal development at Northshore
,Hamilton including the delivery of supporting civil and precinct infrastructure.
●,$25.4 million as part of the $37.3 million for the development of Coolum Eco Industrial Park
,(Stage 2) to provide industrial land supply and support economic development on the
,Sunshine Coast.
,90
Capital Statement 2024–25,,,,,
South Bank Corporation,,,,,
"In 2024-25, the South Bank Corporation has budgeted capital purchases of $12.7 million to",,,,,
"enhance the South Bank Parklands, the Corporation's commercial assets and the Brisbane",,,,,
Convention and Exhibition Centre.,,,,,
State Development and Infrastructure,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
DEPARTMENT OF STATE DEVELOPMENT AND INFRASTRUCTURE,,,,,
"Property, Plant and Equipment",,,,,
Brisbane 2032 Olympic and Paralympic Games,301,"256,500",100,"6,553","249,847"
Minor Venues Program,,,,,
Office of Industrial Relations plant and,305,,,"3,446",Ongoing
equipment,,,,,
Gladstone State Development Area,Various,"1,424",,"1,424",
acquisitions,,,,,
Callide Infrastructure Corridor,Various,799,,799,
State development area property management,308,200,150,50,
"Total Property, Plant and Equipment",,,,"12,272",
Capital Grants,,,,,
South East Queensland Liveability Fund,Various,"200,000",,"85,000","115,000"
Haughton Pipeline Project (Stage 2),318,"195,000","127,500","63,500","4,000"
Resources Community Infrastructure Fund,Various,"218,200","66,035","47,000","105,165"
Recycling Modernisation Fund,Various,"82,226","9,467","41,565","31,194"
Translational Manufacturing facility at the,303,"73,900","9,500","37,483","26,917"
Translational Research Institute,,,,,
Queensland Battery Industry Strategy,Various,"80,000",,"25,000","55,000"
Implementation,,,,,
Local Digital Priority Projects,Various,"50,000",,"25,000","25,000"
Loganlea - Meadowbrook Infrastructure,311,"40,000","5,000","21,600","13,400"
Brisbane 2032 Olympic and Paralympic Games,316,"304,120",150,"20,053","283,917"
Minor Venues Program,,,,,
